Case ID,Activity,Resource,Complete Timestamp,Variant,Variant index,concept:name,impact,lifecycle:transition,org:group,org:role,organization country,organization involved,product,resource country
Case 26,Completed-Closed,Value 31,2012/04/15 00:22:21.000,Variant 91,91,Completed,Major,Closed,Org line A2,A2_3,se,G356 2nd,PROD147,Sweden
Case 27,Accepted-In Progress,Value 35,2009/12/14 22:29:17.000,Variant 4,4,Accepted,High,In Progress,Org line A2,A2_3,se,M21 3rd,PROD708,Sweden
Case 27,Accepted-In Progress,Value 35,2012/01/10 17:32:43.000,Variant 4,4,Accepted,High,In Progress,Org line A2,A2_3,se,M21 3rd,PROD708,Sweden
Case 27,Completed-Closed,Value 35,2012/01/10 17:33:57.000,Variant 4,4,Completed,High,Closed,Org line A2,A2_3,se,M21 3rd,PROD708,Sweden
Case 28,Accepted-In Progress,Value 1,2009/12/16 20:59:24.000,Variant 4,4,Accepted,Medium,In Progress,Org line A2,A2_2,se,G30 2nd,PROD191,INDIA
Case 28,Accepted-In Progress,Value 1,2012/03/15 20:21:25.000,Variant 4,4,Accepted,Medium,In Progress,Org line A2,A2_2,se,G30 2nd,PROD191,INDIA
Case 28,Completed-Closed,Value 1,2012/03/15 20:21:47.000,Variant 4,4,Completed,Medium,Closed,Org line A2,A2_2,se,G30 2nd,PROD191,INDIA
Case 29,Accepted-In Progress,Value 36,2009/12/17 04:47:26.000,Variant 4,4,Accepted,High,In Progress,Org line A2,A2_1,se,L28 2nd,PROD577,Sweden
Case 29,Accepted-In Progress,Value 36,2012/03/14 21:04:51.000,Variant 4,4,Accepted,High,In Progress,Org line A2,A2_1,se,L28 2nd,PROD577,Sweden
Case 29,Completed-Closed,Value 36,2012/03/14 21:07:29.000,Variant 4,4,Completed,High,Closed,Org line A2,A2_1,se,L28 2nd,PROD577,Sweden
Case 30,Accepted-In Progress,Value 37,2009/12/22 17:09:31.000,Variant 42,42,Accepted,Medium,In Progress,Org line A2,A2_1,se,G345 2nd,PROD541,Sweden
Case 30,Unmatched-Unmatched,Value 37,2009/12/22 17:25:22.000,Variant 42,42,Unmatched,Medium,Unmatched,Org line A2,A2_1,se,G345 2nd,PROD541,Sweden
Case 30,Completed-Closed,Value 37,2012/02/01 20:38:06.000,Variant 42,42,Completed,Medium,Closed,Org line A2,A2_1,se,G345 2nd,PROD541,Sweden
Case 31,Accepted-Wait,Value 37,2009/12/22 18:56:03.000,Variant 33,33,Accepted,Low,Wait,Org line A2,A2_1,se,G345 2nd,PROD541,Sweden
Case 31,Accepted-In Progress,Value 37,2012/02/01 20:39:50.000,Variant 33,33,Accepted,Low,In Progress,Org line A2,A2_1,se,G345 2nd,PROD541,Sweden
Case 31,Completed-Closed,Value 37,2012/02/01 20:40:25.000,Variant 33,33,Completed,Low,Closed,Org line A2,A2_1,se,G345 2nd,PROD541,Sweden
Case 32,Accepted-In Progress,Value 38,2010/01/06 00:42:20.000,Variant 1,1,Accepted,Medium,In Progress,Org line A2,A2_3,se,G354 3rd,PROD708,Sweden
Case 32,Completed-Closed,Value 38,2012/03/21 00:14:00.000,Variant 1,1,Completed,Medium,Closed,Org line A2,A2_3,se,G354 3rd,PROD708,Sweden
Case 33,Accepted-In Progress,Value 2,2010/01/14 18:34:54.000,Variant 92,92,Accepted,Medium,In Progress,Org line A2,A2_2,cn,M1 2nd,PROD753,Sweden
Case 33,Accepted-Wait,Value 2,2010/01/27 18:43:29.000,Variant 92,92,Accepted,Medium,Wait,Org line A2,A2_2,cn,M1 2nd,PROD753,Sweden
Case 33,Accepted-Assigned,Value 2,2010/02/03 18:20:05.000,Variant 92,92,Accepted,Medium,Assigned,Org line A2,A2_2,cn,M1 2nd,PROD753,Sweden
Case 33,Accepted-Wait,Value 2,2010/02/22 16:33:08.000,Variant 92,92,Accepted,Medium,Wait,Org line A2,A2_2,cn,M1 2nd,PROD753,Sweden
Case 33,Accepted-In Progress,Value 2,2011/09/02 07:17:47.000,Variant 92,92,Accepted,Medium,In Progress,Org line A2,A2_2,cn,M1 2nd,PROD753,Sweden
Case 33,Accepted-In Progress,Value 3,2012/02/01 18:24:17.000,Variant 92,92,Accepted,Medium,In Progress,Org line A2,A2_2,cn,M1 2nd,PROD753,China
Case 33,Completed-Closed,Value 3,2012/02/01 18:24:59.000,Variant 92,92,Completed,Medium,Closed,Org line A2,A2_2,cn,M1 2nd,PROD753,China
Case 34,Accepted-In Progress,Value 7,2010/01/14 23:02:21.000,Variant 31,31,Accepted,Medium,In Progress,Org line C,E_4,gb,G88 2nd,PROD793,Sweden
Case 34,Queued-Awaiting Assignment,Value 7,2010/01/15 23:10:22.000,Variant 31,31,Queued,Medium,Awaiting Assignment,Org line C,E_4,gb,G88 2nd,PROD793,Sweden
Case 34,Queued-Awaiting Assignment,Value 7,2011/09/23 22:06:05.000,Variant 31,31,Queued,Medium,Awaiting Assignment,Org line C,E_4,gb,G88 2nd,PROD793,Sweden
Case 34,Accepted-In Progress,Value 7,2012/02/08 16:11:21.000,Variant 31,31,Accepted,Medium,In Progress,Org line C,E_4,gb,G88 2nd,PROD793,Sweden
Case 34,Completed-Closed,Value 7,2012/02/08 16:14:29.000,Variant 31,31,Completed,Medium,Closed,Org line C,E_4,gb,G88 2nd,PROD793,Sweden
Case 35,Accepted-In Progress,Value 39,2010/01/22 00:42:26.000,Variant 4,4,Accepted,Major,In Progress,Org line A2,A2_3,se,M3 2nd,PROD655,Sweden
Case 35,Accepted-In Progress,Value 39,2012/04/11 23:38:17.000,Variant 4,4,Accepted,Major,In Progress,Org line A2,A2_3,se,M3 2nd,PROD655,Sweden
Case 35,Completed-Closed,Value 39,2012/04/11 23:39:02.000,Variant 4,4,Completed,Major,Closed,Org line A2,A2_3,se,M3 2nd,PROD655,Sweden
Case 36,Accepted-In Progress,Value 24,2010/01/25 17:19:08.000,Variant 71,71,Accepted,Medium,In Progress,Org line A2,A2_2,se,G357 2nd,PROD46,Sweden
Case 36,Accepted-Assigned,Value 24,2010/02/08 19:41:12.000,Variant 71,71,Accepted,Medium,Assigned,Org line A2,A2_2,se,G357 2nd,PROD46,Sweden
Case 36,Accepted-In Progress,Value 24,2010/03/03 23:54:09.000,Variant 71,71,Accepted,Medium,In Progress,Org line A2,A2_2,se,G357 2nd,PROD46,Sweden
Case 36,Accepted-Assigned,Value 40,2010/03/03 23:54:25.000,Variant 71,71,Accepted,Medium,Assigned,Org line A2,A2_2,se,G357 2nd,PROD46,POLAND
Case 36,Accepted-In Progress,Value 40,2012/03/28 21:39:46.000,Variant 71,71,Accepted,Medium,In Progress,Org line A2,A2_2,se,G357 2nd,PROD46,POLAND
Case 36,Completed-Closed,Value 40,2012/03/28 21:39:49.000,Variant 71,71,Completed,Medium,Closed,Org line A2,A2_2,se,G357 2nd,PROD46,POLAND
Case 37,Accepted-In Progress,Value 41,2010/01/25 15:44:36.000,Variant 14,14,Accepted,Low,In Progress,Org line A2,A2_3,se,G349 3rd,PROD40,Sweden
Case 37,Accepted-Assigned,Value 41,2011/12/16 18:26:27.000,Variant 14,14,Accepted,Low,Assigned,Org line A2,A2_3,se,G349 3rd,PROD40,Sweden
Case 37,Accepted-Wait,Value 41,2012/03/30 20:09:18.000,Variant 14,14,Accepted,Low,Wait,Org line A2,A2_3,se,G349 3rd,PROD40,Sweden
Case 37,Completed-Closed,Value 41,2012/03/30 20:24:18.000,Variant 14,14,Completed,Low,Closed,Org line A2,A2_3,se,G349 3rd,PROD40,Sweden
Case 38,Accepted-In Progress,Value 42,2010/01/27 21:58:09.000,Variant 1,1,Accepted,Medium,In Progress,Org line A2,A2_2,se,G341 3rd,PROD246,Sweden
Case 38,Completed-Closed,Value 42,2012/02/29 20:20:13.000,Variant 1,1,Completed,Medium,Closed,Org line A2,A2_2,se,G341 3rd,PROD246,Sweden
Case 39,Accepted-In Progress,Value 39,2010/02/02 23:50:20.000,Variant 4,4,Accepted,Major,In Progress,Org line A2,A2_3,se,M3 2nd,PROD655,Sweden
Case 39,Accepted-In Progress,Value 39,2012/04/11 23:39:33.000,Variant 4,4,Accepted,Major,In Progress,Org line A2,A2_3,se,M3 2nd,PROD655,Sweden
Case 39,Completed-Closed,Value 39,2012/04/11 23:40:09.000,Variant 4,4,Completed,Major,Closed,Org line A2,A2_3,se,M3 2nd,PROD655,Sweden
Case 40,Accepted-In Progress,Value 43,2010/02/03 17:34:32.000,Variant 2,2,Accepted,Medium,In Progress,Org line A2,A2_2,us,G21 2nd,PROD98,POLAND
Case 40,Queued-Awaiting Assignment,Value 43,2010/02/03 17:45:18.000,Variant 2,2,Queued,Medium,Awaiting Assignment,Org line A2,A2_2,us,G21 2nd,PROD98,POLAND
Case 40,Accepted-In Progress,Value 43,2010/02/03 18:40:51.000,Variant 2,2,Accepted,Medium,In Progress,Org line A2,A2_2,us,G21 2nd,PROD98,POLAND
Case 40,Accepted-Assigned,Value 43,2010/02/03 18:40:58.000,Variant 2,2,Accepted,Medium,Assigned,Org line A2,A2_2,us,G21 2nd,PROD98,POLAND
Case 40,Accepted-In Progress,Value 43,2011/12/21 06:25:19.000,Variant 2,2,Accepted,Medium,In Progress,Org line A2,A2_2,us,G21 2nd,PROD98,POLAND
Case 40,Completed-Closed,Value 43,2012/01/03 21:13:02.000,Variant 2,2,Completed,Medium,Closed,Org line A2,A2_2,us,G21 2nd,PROD98,POLAND
Case 41,Accepted-In Progress,Value 3,2010/02/05 18:00:12.000,Variant 4,4,Accepted,Medium,In Progress,Org line A2,A2_2,cn,G4 2nd,PROD753,China
Case 41,Accepted-In Progress,Value 3,2012/02/23 22:34:50.000,Variant 4,4,Accepted,Medium,In Progress,Org line A2,A2_2,cn,G4 2nd,PROD753,China
Case 41,Completed-Closed,Value 3,2012/02/23 22:37:00.000,Variant 4,4,Completed,Medium,Closed,Org line A2,A2_2,cn,G4 2nd,PROD753,China
Case 42,Queued-Awaiting Assignment,Value 44,2010/02/12 22:00:54.000,Variant 22,22,Queued,Low,Awaiting Assignment,Org line C,C_3,se,G292 3rd,PROD815,Sweden
Case 42,Accepted-In Progress,Value 44,2010/02/12 22:01:08.000,Variant 22,22,Accepted,Low,In Progress,Org line C,C_3,se,G292 3rd,PROD815,Sweden
Case 42,Queued-Awaiting Assignment,Value 44,2010/10/29 02:15:39.000,Variant 22,22,Queued,Low,Awaiting Assignment,Org line C,C_3,se,G292 3rd,PROD815,Sweden
Case 42,Accepted-In Progress,Value 45,2010/10/30 00:11:03.000,Variant 22,22,Accepted,Low,In Progress,Org line C,C_3,se,G292 3rd,PROD815,Sweden
Case 42,Completed-Closed,Value 45,2012/04/04 22:41:41.000,Variant 22,22,Completed,Low,Closed,Org line C,C_3,se,G292 3rd,PROD815,Sweden
Case 43,Accepted-In Progress,Value 46,2010/02/15 15:41:51.000,Variant 20,20,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD98,USA
Case 43,Accepted-In Progress,Value 46,2010/02/15 15:48:52.000,Variant 20,20,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD98,USA
Case 43,Accepted-Assigned,Value 46,2010/02/15 20:10:30.000,Variant 20,20,Accepted,Medium,Assigned,Org line G3,,us,G199 3rd,PROD98,USA
Case 43,Accepted-In Progress,Value 43,2011/12/28 23:05:47.000,Variant 20,20,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD98,POLAND
Case 43,Completed-Closed,Value 43,2012/01/30 20:29:51.000,Variant 20,20,Completed,Medium,Closed,Org line G3,,us,G199 3rd,PROD98,POLAND
Case 44,Accepted-In Progress,Value 24,2010/02/15 17:33:11.000,Variant 93,93,Accepted,Medium,In Progress,Org line F,,se,G207 2nd,PROD48,Sweden
Case 44,Accepted-Wait,Value 24,2010/02/15 17:34:41.000,Variant 93,93,Accepted,Medium,Wait,Org line F,,se,G207 2nd,PROD48,Sweden
Case 44,Accepted-In Progress,Value 24,2010/03/02 21:59:28.000,Variant 93,93,Accepted,Medium,In Progress,Org line F,,se,G207 2nd,PROD48,Sweden
Case 44,Queued-Awaiting Assignment,Value 20,2010/03/02 22:01:04.000,Variant 93,93,Queued,Medium,Awaiting Assignment,Org line A2,A2_2,se,G357 2nd,PROD48,Sweden
Case 44,Accepted-In Progress,Value 20,2010/03/02 22:07:11.000,Variant 93,93,Accepted,Medium,In Progress,Org line A2,A2_2,se,G357 2nd,PROD48,Sweden
Case 44,Accepted-Assigned,Value 43,2010/03/02 22:07:48.000,Variant 93,93,Accepted,Medium,Assigned,Org line A2,A2_2,se,G357 2nd,PROD48,POLAND
Case 44,Accepted-Wait,Value 43,2010/03/02 22:11:18.000,Variant 93,93,Accepted,Medium,Wait,Org line A2,A2_2,se,G357 2nd,PROD48,POLAND
Case 44,Accepted-Assigned,Value 21,2011/04/11 15:48:47.000,Variant 93,93,Accepted,Medium,Assigned,Org line A2,A2_2,se,G357 2nd,PROD48,POLAND
Case 44,Accepted-Assigned,Value 22,2011/04/11 16:08:44.000,Variant 93,93,Accepted,Medium,Assigned,Org line A2,A2_2,se,G357 2nd,PROD48,POLAND
Case 44,Accepted-Wait,Value 22,2011/11/23 19:55:49.000,Variant 93,93,Accepted,Medium,Wait,Org line A2,A2_2,se,G357 2nd,PROD48,POLAND
Case 44,Completed-Closed,Value 22,2012/01/19 16:56:20.000,Variant 93,93,Completed,Medium,Closed,Org line A2,A2_2,se,G357 2nd,PROD48,POLAND
Case 45,Accepted-Wait,Value 2,2010/02/16 19:03:41.000,Variant 74,74,Accepted,Medium,Wait,Org line A2,A2_2,cn,M1 2nd,PROD753,Sweden
Case 45,Accepted-In Progress,Value 2,2011/09/02 07:16:31.000,Variant 74,74,Accepted,Medium,In Progress,Org line A2,A2_2,cn,M1 2nd,PROD753,Sweden
Case 45,Accepted-In Progress,Value 3,2012/01/20 16:40:03.000,Variant 74,74,Accepted,Medium,In Progress,Org line A2,A2_2,cn,M1 2nd,PROD753,China
Case 45,Completed-Closed,Value 3,2012/01/20 16:40:20.000,Variant 74,74,Completed,Medium,Closed,Org line A2,A2_2,cn,M1 2nd,PROD753,China
Case 46,Accepted-Wait,Value 2,2010/02/16 19:04:37.000,Variant 74,74,Accepted,Medium,Wait,Org line A2,A2_2,cn,M1 2nd,PROD753,Sweden
Case 46,Accepted-In Progress,Value 2,2011/09/02 07:16:15.000,Variant 74,74,Accepted,Medium,In Progress,Org line A2,A2_2,cn,M1 2nd,PROD753,Sweden
Case 46,Accepted-In Progress,Value 3,2012/02/01 18:16:03.000,Variant 74,74,Accepted,Medium,In Progress,Org line A2,A2_2,cn,M1 2nd,PROD753,China
Case 46,Completed-Closed,Value 3,2012/02/01 18:16:53.000,Variant 74,74,Completed,Medium,Closed,Org line A2,A2_2,cn,M1 2nd,PROD753,China
Case 47,Accepted-In Progress,Value 20,2010/02/23 21:10:59.000,Variant 94,94,Accepted,Medium,In Progress,Org line A2,A2_2,se,G357 2nd,PROD46,Sweden
Case 47,Accepted-Wait,Value 20,2010/02/23 21:13:19.000,Variant 94,94,Accepted,Medium,Wait,Org line A2,A2_2,se,G357 2nd,PROD46,Sweden
Case 47,Queued-Awaiting Assignment,Value 20,2010/03/02 21:44:01.000,Variant 94,94,Queued,Medium,Awaiting Assignment,Org line A2,A2_2,se,G357 2nd,PROD46,Sweden
Case 47,Accepted-In Progress,Value 21,2010/03/02 21:46:47.000,Variant 94,94,Accepted,Medium,In Progress,Org line A2,A2_2,se,G357 2nd,PROD46,POLAND
Case 47,Accepted-Wait,Value 21,2010/03/02 21:46:58.000,Variant 94,94,Accepted,Medium,Wait,Org line A2,A2_2,se,G357 2nd,PROD46,POLAND
Case 47,Accepted-Assigned,Value 22,2011/11/28 16:20:33.000,Variant 94,94,Accepted,Medium,Assigned,Org line A2,A2_2,se,G357 2nd,PROD46,POLAND
Case 47,Accepted-Wait,Value 22,2011/11/28 16:20:57.000,Variant 94,94,Accepted,Medium,Wait,Org line A2,A2_2,se,G357 2nd,PROD46,POLAND
Case 47,Completed-Closed,Value 22,2012/01/19 16:59:01.000,Variant 94,94,Completed,Medium,Closed,Org line A2,A2_2,se,G357 2nd,PROD46,POLAND
Case 48,Accepted-In Progress,Value 46,2010/02/26 21:39:44.000,Variant 95,95,Accepted,Low,In Progress,Org line G3,,us,G199 3rd,PROD96,USA
Case 48,Queued-Awaiting Assignment,Value 46,2010/02/26 21:45:58.000,Variant 95,95,Queued,Low,Awaiting Assignment,Org line G3,,us,G199 3rd,PROD96,USA
Case 48,Accepted-In Progress,Value 47,2010/02/27 02:04:51.000,Variant 95,95,Accepted,Low,In Progress,Org line A2,A2_2,us,G21 2nd,PROD96,Sweden
Case 48,Accepted-In Progress,Value 47,2010/02/27 02:08:30.000,Variant 95,95,Accepted,Low,In Progress,Org line A2,A2_2,us,G21 2nd,PROD96,Sweden
Case 48,Accepted-In Progress,Value 47,2010/02/27 02:09:05.000,Variant 95,95,Accepted,Low,In Progress,Org line A2,A2_2,us,G21 2nd,PROD96,Sweden
Case 48,Accepted-In Progress,Value 47,2010/02/27 02:09:42.000,Variant 95,95,Accepted,Low,In Progress,Org line A2,A2_2,us,G21 2nd,PROD96,Sweden
Case 48,Accepted-In Progress,Value 47,2010/02/27 02:11:57.000,Variant 95,95,Accepted,Low,In Progress,Org line G3,,us,G199 3rd,PROD96,Sweden
Case 48,Accepted-Assigned,Value 46,2010/02/27 02:12:06.000,Variant 95,95,Accepted,Low,Assigned,Org line G3,,us,G199 3rd,PROD96,USA
Case 48,Accepted-In Progress,Value 43,2012/01/19 18:01:46.000,Variant 95,95,Accepted,Low,In Progress,Org line G3,,us,G199 3rd,PROD96,POLAND
Case 48,Completed-Closed,Value 43,2012/01/19 18:02:07.000,Variant 95,95,Completed,Low,Closed,Org line G3,,us,G199 3rd,PROD96,POLAND
Case 49,Accepted-In Progress,Value 46,2010/03/01 14:54:12.000,Variant 2,2,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD98,USA
Case 49,Queued-Awaiting Assignment,Value 46,2010/03/01 15:04:33.000,Variant 2,2,Queued,Medium,Awaiting Assignment,Org line G3,,us,G199 3rd,PROD98,USA
Case 49,Accepted-In Progress,Value 47,2010/03/01 19:53:51.000,Variant 2,2,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD98,Sweden
Case 49,Accepted-Assigned,Value 46,2010/03/01 20:00:54.000,Variant 2,2,Accepted,Medium,Assigned,Org line G3,,us,G199 3rd,PROD98,USA
Case 49,Accepted-In Progress,Value 43,2011/12/29 00:01:17.000,Variant 2,2,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD98,POLAND
Case 49,Completed-Closed,Value 43,2012/01/30 20:30:21.000,Variant 2,2,Completed,Medium,Closed,Org line G3,,us,G199 3rd,PROD98,POLAND
Case 50,Accepted-In Progress,Value 15,2010/03/02 19:41:18.000,Variant 3,3,Accepted,Low,In Progress,Org line G4,,se,S28 2nd,PROD633,Sweden
Case 50,Accepted-Wait,Value 15,2010/09/19 16:21:17.000,Variant 3,3,Accepted,Low,Wait,Org line G4,,se,S28 2nd,PROD633,Sweden
Case 50,Completed-Closed,Value 15,2012/02/02 00:42:48.000,Variant 3,3,Completed,Low,Closed,Org line G4,,se,S28 2nd,PROD633,Sweden
Case 51,Accepted-In Progress,Value 39,2010/03/04 03:25:03.000,Variant 96,96,Accepted,Medium,In Progress,Org line G4,,se,S30 2nd,PROD410,Sweden
Case 51,Unmatched-Unmatched,Value 39,2010/03/11 23:44:02.000,Variant 96,96,Unmatched,Medium,Unmatched,Org line G4,,se,S30 2nd,PROD410,Sweden
Case 51,Accepted-In Progress,Value 39,2010/08/16 18:54:31.000,Variant 96,96,Accepted,Medium,In Progress,Org line G4,,se,S30 2nd,PROD410,Sweden
Case 51,Accepted-Wait,Value 39,2010/08/16 19:13:10.000,Variant 96,96,Accepted,Medium,Wait,Org line G4,,se,S30 2nd,PROD410,Sweden
Case 51,Accepted-In Progress,Value 48,2012/01/17 15:59:31.000,Variant 96,96,Accepted,Medium,In Progress,Org line G4,,se,S30 2nd,PROD410,Sweden
Case 51,Completed-Closed,Value 48,2012/01/17 15:59:59.000,Variant 96,96,Completed,Medium,Closed,Org line G4,,se,S30 2nd,PROD410,Sweden
Case 52,Accepted-In Progress,Value 21,2010/03/08 17:17:56.000,Variant 3,3,Accepted,Medium,In Progress,Org line A2,A2_2,se,G357 2nd,PROD740,POLAND
Case 52,Accepted-Wait,Value 21,2010/03/08 17:19:32.000,Variant 3,3,Accepted,Medium,Wait,Org line A2,A2_2,se,G357 2nd,PROD740,POLAND
Case 52,Completed-Closed,Value 21,2012/03/30 17:59:03.000,Variant 3,3,Completed,Medium,Closed,Org line A2,A2_2,se,G357 2nd,PROD740,POLAND
Case 53,Accepted-In Progress,Value 22,2010/03/09 19:28:51.000,Variant 45,45,Accepted,Medium,In Progress,Org line A2,A2_2,se,G357 2nd,PROD47,POLAND
Case 53,Accepted-Assigned,Value 22,2011/04/11 16:09:41.000,Variant 45,45,Accepted,Medium,Assigned,Org line A2,A2_2,se,G357 2nd,PROD47,POLAND
Case 53,Accepted-Assigned,Value 21,2011/04/11 16:11:23.000,Variant 45,45,Accepted,Medium,Assigned,Org line A2,A2_2,se,G357 2nd,PROD47,POLAND
Case 53,Accepted-Wait,Value 21,2011/11/28 16:21:08.000,Variant 45,45,Accepted,Medium,Wait,Org line A2,A2_2,se,G357 2nd,PROD47,POLAND
Case 53,Completed-Closed,Value 21,2012/03/30 18:01:23.000,Variant 45,45,Completed,Medium,Closed,Org line A2,A2_2,se,G357 2nd,PROD47,POLAND
Case 54,Accepted-In Progress,Value 49,2010/03/11 18:02:02.000,Variant 1,1,Accepted,Medium,In Progress,Org line V2,,se,T2 2nd,PROD451,Sweden
Case 54,Completed-Closed,Value 49,2012/03/15 22:27:03.000,Variant 1,1,Completed,Medium,Closed,Org line V2,,se,T2 2nd,PROD451,Sweden
Case 55,Accepted-In Progress,Value 2,2010/03/11 22:06:34.000,Variant 97,97,Accepted,High,In Progress,Org line A2,A2_2,cn,M1 2nd,PROD753,Sweden
Case 55,Accepted-In Progress,Value 2,2010/03/11 22:10:10.000,Variant 97,97,Accepted,High,In Progress,Org line A2,A2_2,cn,M1 2nd,PROD753,Sweden
Case 55,Queued-Awaiting Assignment,Value 2,2010/03/11 22:12:19.000,Variant 97,97,Queued,High,Awaiting Assignment,Org line A2,A2_2,cn,M1 2nd,PROD753,Sweden
Case 55,Accepted-In Progress,Value 50,2010/03/11 22:12:35.000,Variant 97,97,Accepted,High,In Progress,Org line A2,A2_2,cn,G4 2nd,PROD753,POLAND
Case 55,Queued-Awaiting Assignment,Value 2,2010/03/11 22:12:46.000,Variant 97,97,Queued,High,Awaiting Assignment,Org line A2,A2_2,cn,M1 2nd,PROD753,Sweden
Case 55,Accepted-In Progress,Value 50,2010/03/11 22:13:02.000,Variant 97,97,Accepted,High,In Progress,Org line A2,A2_2,cn,M1 2nd,PROD753,POLAND
Case 55,Accepted-Assigned,Value 2,2010/07/20 16:25:18.000,Variant 97,97,Accepted,High,Assigned,Org line A2,A2_2,cn,M1 2nd,PROD753,Sweden
Case 55,Accepted-In Progress,Value 2,2011/09/05 16:28:42.000,Variant 97,97,Accepted,High,In Progress,Org line A2,A2_2,cn,M1 2nd,PROD753,Sweden
Case 55,Accepted-In Progress,Value 3,2012/01/20 16:24:45.000,Variant 97,97,Accepted,High,In Progress,Org line A2,A2_2,cn,M1 2nd,PROD753,China
Case 55,Completed-Closed,Value 3,2012/01/20 16:24:59.000,Variant 97,97,Completed,High,Closed,Org line A2,A2_2,cn,M1 2nd,PROD753,China
Case 56,Accepted-Assigned,Value 51,2010/03/12 23:55:50.000,Variant 98,98,Accepted,Medium,Assigned,Org line A2,A2_2,se,G167 2nd,PROD681,POLAND
Case 56,Queued-Awaiting Assignment,Value 2,2010/08/25 18:04:56.000,Variant 98,98,Queued,Medium,Awaiting Assignment,Org line A2,A2_2,se,G167 2nd,PROD681,Sweden
Case 56,Accepted-In Progress,Value 2,2011/09/03 14:49:00.000,Variant 98,98,Accepted,Medium,In Progress,Org line A2,A2_2,se,M1 2nd,PROD681,Sweden
Case 56,Accepted-Assigned,Value 4,2011/11/15 00:10:03.000,Variant 98,98,Accepted,Medium,Assigned,Org line A2,A2_2,se,G167 2nd,PROD681,Sweden
Case 56,Accepted-Wait,Value 4,2012/01/12 17:23:04.000,Variant 98,98,Accepted,Medium,Wait,Org line A2,A2_2,se,G167 2nd,PROD681,Sweden
Case 56,Accepted-In Progress,Value 44,2012/03/08 18:22:52.000,Variant 98,98,Accepted,Medium,In Progress,Org line F,,se,N10 2nd,PROD681,Sweden
Case 56,Completed-Closed,Value 44,2012/03/08 18:24:51.000,Variant 98,98,Completed,Medium,Closed,Org line F,,se,N10 2nd,PROD681,Sweden
Case 57,Accepted-In Progress,Value 52,2010/03/15 22:40:16.000,Variant 7,7,Accepted,Medium,In Progress,Org line A2,D_1,in,L50 3rd,PROD611,Sweden
Case 57,Accepted-Wait,Value 52,2010/04/15 23:32:45.000,Variant 7,7,Accepted,Medium,Wait,Org line A2,D_1,in,L50 3rd,PROD611,Sweden
Case 57,Accepted-In Progress,Value 52,2011/06/09 18:37:15.000,Variant 7,7,Accepted,Medium,In Progress,Org line A2,D_1,in,L50 3rd,PROD611,Sweden
Case 57,Completed-Closed,Value 52,2012/02/21 22:57:48.000,Variant 7,7,Completed,Medium,Closed,Org line A2,D_1,in,L50 3rd,PROD611,Sweden
Case 58,Accepted-In Progress,Value 40,2010/03/16 16:44:27.000,Variant 3,3,Accepted,Medium,In Progress,Org line A2,A2_2,se,G357 2nd,PROD740,POLAND
Case 58,Accepted-Wait,Value 40,2010/06/15 16:42:52.000,Variant 3,3,Accepted,Medium,Wait,Org line A2,A2_2,se,G357 2nd,PROD740,POLAND
Case 58,Completed-Closed,Value 40,2012/03/30 19:17:27.000,Variant 3,3,Completed,Medium,Closed,Org line A2,A2_2,se,G357 2nd,PROD740,POLAND
Case 59,Accepted-In Progress,Value 53,2010/03/18 19:44:05.000,Variant 4,4,Accepted,Medium,In Progress,Org line C,E_3,us,G67 2nd,PROD151,France
Case 59,Accepted-In Progress,Value 53,2012/03/19 22:13:30.000,Variant 4,4,Accepted,Medium,In Progress,Org line C,E_3,us,G67 2nd,PROD151,France
Case 59,Completed-Closed,Value 53,2012/03/19 22:15:58.000,Variant 4,4,Completed,Medium,Closed,Org line C,E_3,us,G67 2nd,PROD151,France
